frame, face_id, timestamp, confidence, success,FE01,FE02,FE03,FE04,FE05,FE06,FE07
2, 0, 0.040, 0.98, 1,0,1.065,0,0,0,0,0
3, 0, 0.080, 0.98, 1,0,1.105,0,0,0,0,0
4, 0, 0.120, 0.98, 1,0,1.05,0,0,0,0,0
5, 0, 0.160, 0.98, 1,0,0.975,0,0,0,0,0
6, 0, 0.200, 0.98, 1,0,1.155,0,0,0,0,0
7, 0, 0.240, 0.98, 1,0,0,0,0.9666666666666667,0,0,0
8, 0, 0.280, 0.98, 1,0,0,0,0.8666666666666667,0,0,0
9, 0, 0.320, 0.98, 1,0,0,0,1.0333333333333334,0,0,0
10, 0, 0.360, 0.98, 1,0,0,0,1.0933333333333335,0,0,0
13, 0, 0.480, 0.98, 1,0,0,1.9125,0,0,0,0
14, 0, 0.520, 0.98, 1,0,1.9,0,0,0,0,0
15, 0, 0.560, 0.98, 1,0,1.8599999999999999,0,0,0,0,0
16, 0, 0.600, 0.98, 1,0,1.925,0,0,0,0,0
17, 0, 0.640, 0.98, 1,0,1.9500000000000002,0,0,0,0,0
18, 0, 0.680, 0.98, 1,0,1.785,0,0,0,0,0
19, 0, 0.720, 0.98, 1,0,1.8450000000000002,0,0,0,0,0
20, 0, 0.760, 0.98, 1,0,1.985,0,0,0,0,0
21, 0, 0.800, 0.98, 1,0,2.04,0,0,0,0,0
22, 0, 0.840, 0.98, 1,0,2.025,0,0,0,0,0
23, 0, 0.880, 0.98, 1,0,2.12,0,0,0,0,0
24, 0, 0.920, 0.98, 1,0,2.1,0,0,0,0,0
25, 0, 0.960, 0.98, 1,0,2.24,0,0,0,0,0
26, 0, 1.000, 0.98, 1,0,2.21,0,0,0,0,0
27, 0, 1.040, 0.98, 1,0,2.3,0,0,0,0,0
28, 0, 1.080, 0.98, 1,0,2.09,0,0,0,0,0
29, 0, 1.120, 0.98, 1,0,2.12,0,0,0,0,0
30, 0, 1.160, 0.98, 1,0,2.06,0,0,0,0,0
31, 0, 1.200, 0.98, 1,0,2.3000000000000003,0,0,0,0,0
32, 0, 1.240, 0.98, 1,0,2.16,0,0,0,0,0
33, 0, 1.280, 0.98, 1,0,2.1950000000000003,0,0,0,0,0
34, 0, 1.320, 0.98, 1,0,2.185,0,0,0,0,0
35, 0, 1.360, 0.98, 1,0,2.245,0,0,0,0,0
36, 0, 1.400, 0.98, 1,0,2.455,0,0,0,0,0
37, 0, 1.440, 0.98, 1,0,2.025,0,0,0,0,0
38, 0, 1.480, 0.98, 1,0,2.0949999999999998,0,0,0,0,0
39, 0, 1.520, 0.98, 1,0,2.175,0,0,0,0,0
40, 0, 1.560, 0.98, 1,0,2.215,0,0,0,0,0
41, 0, 1.600, 0.98, 1,0,2.245,0,0,0,0,0
42, 0, 1.640, 0.98, 1,0,2.195,0,0,0,0,0
43, 0, 1.680, 0.98, 1,0,2.32,0,0,0,0,0
44, 0, 1.720, 0.98, 1,0,2.17,0,0,0,0,0
45, 0, 1.760, 0.98, 1,0,2.33,0,0,0,0,0
46, 0, 1.800, 0.98, 1,0,2.3,0,0,0,0,0
51, 0, 2.000, 0.98, 1,0,2.31,0,0,0,0,0
52, 0, 2.040, 0.98, 1,0,2.27,0,0,0,0,0
53, 0, 2.080, 0.98, 1,0,2.35,0,0,0,0,0
54, 0, 2.120, 0.98, 1,0,2.41,0,0,0,0,0
55, 0, 2.160, 0.98, 1,0,2.385,0,0,0,0,0
56, 0, 2.200, 0.98, 1,0,2.325,0,0,0,0,0
57, 0, 2.240, 0.98, 1,0,2.15,0,0,0,0,0
58, 0, 2.280, 0.98, 1,0,2.145,0,0,0,0,0
59, 0, 2.320, 0.98, 1,0,2.1,0,0,0,0,0
60, 0, 2.360, 0.98, 1,0,2.05,0,0,0,0,0
61, 0, 2.400, 0.98, 1,0,2.115,0,0,0,0,0
62, 0, 2.440, 0.98, 1,0,2.0549999999999997,0,0,0,0,0
63, 0, 2.480, 0.98, 1,0,2.17,0,0,0,0,0
64, 0, 2.520, 0.98, 1,0,2.0300000000000002,0,0,0,0,0
65, 0, 2.560, 0.98, 1,0,2.05,0,0,0,0,0
66, 0, 2.600, 0.98, 1,0,2.02,0,0,0,0,0
67, 0, 2.640, 0.98, 1,0,2.285,0,0,0,0,0
68, 0, 2.680, 0.98, 1,0,2.0549999999999997,0,0,0,0,0
69, 0, 2.720, 0.98, 1,0,2.17,0,0,0,0,0
70, 0, 2.760, 0.98, 1,0,2.185,0,0,0,0,0
71, 0, 2.800, 0.98, 1,0,2.32,0,0,0,0,0
72, 0, 2.840, 0.98, 1,0,2.4450000000000003,0,0,0,0,0
73, 0, 2.880, 0.98, 1,0,2.235,0,0,0,0,0
74, 0, 2.920, 0.98, 1,0,2.41,0,0,0,0,0
75, 0, 2.960, 0.98, 1,0,2.395,0,0,0,0,0
76, 0, 3.000, 0.98, 1,0,2.39,0,0,0,0,0
77, 0, 3.040, 0.98, 1,0,2.245,0,0,0,0,0
78, 0, 3.080, 0.98, 1,0,2.13,0,0,0,0,0
79, 0, 3.120, 0.98, 1,0,2.165,0,0,0,0,0
80, 0, 3.160, 0.98, 1,0,2.3449999999999998,0,0,0,0,0
81, 0, 3.200, 0.98, 1,0,2.32,0,0,0,0,0
82, 0, 3.240, 0.98, 1,0,2.405,0,0,0,0,0
83, 0, 3.280, 0.98, 1,0,2.515,0,0,0,0,0
84, 0, 3.320, 0.98, 1,0,2.395,0,0,0,0,0
85, 0, 3.360, 0.98, 1,0,2.345,0,0,0,0,0
86, 0, 3.400, 0.98, 1,0,2.465,0,0,0,0,0
87, 0, 3.440, 0.98, 1,0,2.355,0,0,0,0,0
88, 0, 3.480, 0.98, 1,0,2.4050000000000002,0,0,0,0,0
89, 0, 3.520, 0.98, 1,0,2.3200000000000003,0,0,0,0,0
90, 0, 3.560, 0.98, 1,0,2.515,0,0,0,0,0
91, 0, 3.600, 0.98, 1,0,2.49,0,0,0,0,0
92, 0, 3.640, 0.98, 1,0,2.5549999999999997,0,0,0,0,0
93, 0, 3.680, 0.98, 1,0,2.475,0,0,0,0,0
94, 0, 3.720, 0.98, 1,0,2.425,0,0,0,0,0
95, 0, 3.760, 0.98, 1,0,2.3449999999999998,0,0,0,0,0
96, 0, 3.800, 0.98, 1,0,2.29,0,0,0,0,0
97, 0, 3.840, 0.98, 1,0,2.145,0,0,0,0,0
98, 0, 3.880, 0.98, 1,0,2.24,0,0,0,0,0
99, 0, 3.920, 0.98, 1,0,2.23,0,0,0,0,0
100, 0, 3.960, 0.98, 1,0,2.275,0,0,0,0,0
102, 0, 4.040, 0.98, 1,0,2.3449999999999998,0,0,0,0,0
103, 0, 4.080, 0.98, 1,0,2.285,0,0,0,0,0
159, 0, 6.320, 0.98, 1,0,2.25,0,0,0,0,0
163, 0, 6.480, 0.98, 1,0,2.225,0,0,0,0,0
164, 0, 6.520, 0.98, 1,0,2.3850000000000002,0,0,0,0,0
165, 0, 6.560, 0.98, 1,0,2.415,0,0,0,0,0
166, 0, 6.600, 0.98, 1,0,2.245,0,0,0,0,0
167, 0, 6.640, 0.98, 1,0,2.11,0,0,0,0,0
168, 0, 6.680, 0.98, 1,0,2.04,0,0,0,0,0
169, 0, 6.720, 0.98, 1,0,1.885,0,0,0,0,0
170, 0, 6.760, 0.98, 1,0,2.02,0,0,0,0,0
171, 0, 6.800, 0.98, 1,0,2.085,0,0,0,0,0
172, 0, 6.840, 0.98, 1,0,2.2,0,0,0,0,0
173, 0, 6.880, 0.98, 1,0,2.12,0,0,0,0,0
174, 0, 6.920, 0.98, 1,0,2.085,0,0,0,0,0
175, 0, 6.960, 0.98, 1,0,2.275,0,0,0,0,0
176, 0, 7.000, 0.98, 1,0,2.325,0,0,0,0,0
177, 0, 7.040, 0.98, 1,0,2.135,0,0,0,0,0
178, 0, 7.080, 0.98, 1,0,2.19,0,0,0,0,0
179, 0, 7.120, 0.98, 1,0,2.205,0,0,0,0,0
180, 0, 7.160, 0.98, 1,0,2.32,0,0,0,0,0
181, 0, 7.200, 0.98, 1,0,2.24,0,0,0,0,0
182, 0, 7.240, 0.98, 1,0,2.35,0,0,0,0,0
183, 0, 7.280, 0.98, 1,0,2.3,0,0,0,0,0
184, 0, 7.320, 0.98, 1,0,2.42,0,0,0,0,0
185, 0, 7.360, 0.98, 1,0,2.195,0,0,0,0,0
186, 0, 7.400, 0.98, 1,0,2.3,0,0,0,0,0
187, 0, 7.440, 0.98, 1,0,2.435,0,0,0,0,0
188, 0, 7.480, 0.98, 1,0,2.4,0,0,0,0,0
189, 0, 7.520, 0.98, 1,0,2.28,0,0,0,0,0
190, 0, 7.560, 0.98, 1,0,2.225,0,0,0,0,0
