frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, FE1, FE2, FE3, FE4, FE5, FE6, FE7, FE8, FE9, FE10, FE11, FE12, FE13, FE14, FE15, FE16, FE17, FE18, FE19, FE20, FE21
15, 0, 0.584, 0.98, 1, 1.49, 2.17, 0.10, 0.39, 1.71, 0.96, 0.00, 1.29, 1.72, 0.16, 0.17, 0.00, 1.68, 0.00, 2.43, 0.00, 0.85, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
16, 0, 0.626, 0.98, 1, 1.27, 1.93, 0.08, 0.98, 1.52, 1.85, 0.00, 1.15, 1.67, 0.00, 0.00, 0.00, 0.78, 0.00, 2.78, 0.00, 0.55, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
17, 0, 0.667, 0.98, 1, 1.25, 2.20, 0.18, 0.75, 1.74, 1.66, 0.00, 1.72, 2.11, 0.61, 0.00, 0.00, 2.32, 0.00, 3.60, 0.00, 0.62, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
18, 0, 0.709, 0.98, 1, 1.17, 1.98, 0.00, 0.32, 1.93, 1.12, 0.00, 2.06, 2.95, 0.21, 0.00, 0.00, 1.96, 0.00, 3.23, 0.00, 0.81, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
19, 0, 0.751, 0.98, 1, 0.93, 1.66, 0.00, 0.46, 1.93, 0.98, 0.00, 2.18, 3.16, 0.00, 0.14, 0.00, 1.77, 0.00, 3.23, 0.00, 1.07, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
20, 0, 0.792, 0.98, 1, 0.87, 1.47, 0.08, 0.52, 1.89, 1.00, 0.00, 2.06, 3.15, 0.00, 0.18, 0.00, 1.81, 0.00, 3.20, 0.00, 1.11, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
21, 0, 0.834, 0.98, 1, 0.85, 1.45, 0.00, 0.34, 1.85, 0.97, 0.00, 1.89, 3.21, 0.00, 0.18, 0.00, 1.62, 0.00, 3.20, 0.00, 1.08, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
22, 0, 0.876, 0.98, 1, 0.81, 1.54, 0.14, 0.45, 1.84, 1.02, 0.00, 1.98, 3.23, 0.00, 0.05, 0.00, 1.40, 0.00, 3.18, 0.00, 1.09, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
23, 0, 0.918, 0.98, 1, 0.53, 1.33, 0.38, 0.20, 1.66, 0.77, 0.00, 2.30, 3.27, 0.21, 0.19, 0.00, 1.51, 0.00, 3.52, 0.00, 0.84, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
24, 0, 0.959, 0.93, 1, 0.57, 1.29, 0.39, 0.20, 1.57, 0.95, 0.00, 2.57, 3.31, 0.38, 0.16, 0.00, 1.32, 0.00, 3.45, 0.00, 0.84, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
25, 0, 1.001, 0.93, 1, 0.63, 1.23, 0.69, 0.67, 1.59, 0.93, 0.00, 2.62, 3.03, 0.46, 0.00, 0.00, 1.41, 0.00, 3.46, 0.00, 0.60, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
26, 0, 1.043, 0.93, 1, 0.61, 0.88, 0.64, 0.88, 1.49, 1.19, 0.00, 2.90, 2.91, 0.53, 0.00, 0.00, 1.42, 0.00, 3.70, 0.00, 0.32, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
27, 0, 1.084, 0.03, 0, 1.50, 0.09, 0.48, 1.55, 0.92, 0.26, 0.00, 1.13, 1.18, 0.84, 0.06, 0.00, 2.97, 0.20, 2.46, 0.00, 1.04, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
28, 0, 1.126, 0.03, 0, 1.44, 0.00, 0.55, 1.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 2.38, 0.11, 0.51, 0.00, 0.81, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
29, 0, 1.168, 0.03, 0, 1.01, 0.00, 0.55, 1.72, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.63, 0.00, 2.01, 0.84, 0.00, 0.00, 1.02, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
30, 0, 1.210, 0.03, 0, 0.68, 0.00, 1.23, 1.92, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.95, 0.53, 1.89, 0.68, 0.00, 0.00, 0.75, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
31, 0, 1.251, 0.03, 0, 0.42, 0.00, 1.43, 1.13, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 1.43, 1.06, 2.36, 0.90, 0.00, 0.00, 1.04, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
32, 0, 1.293, 0.03, 0, 0.52, 0.00, 1.39, 1.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 1.14, 1.21, 2.69, 0.48, 0.00, 0.00, 0.95, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
33, 0, 1.335, 0.98, 1, 2.51, 2.94, 0.00, 3.72, 0.28, 0.10, 0.13, 1.88, 0.96, 0.88, 1.16, 0.51, 1.94, 0.25, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
34, 0, 1.376, 0.98, 1, 2.30, 2.99, 0.00, 3.82, 0.27, 0.04, 0.11, 2.11, 0.97, 1.26, 1.29, 0.63, 1.91, 0.54, 0.08, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
35, 0, 1.418, 0.98, 1, 2.41, 3.07, 0.00, 3.85, 0.24, 0.07, 0.00, 2.16, 1.00, 1.19, 1.43, 0.53, 1.61, 0.55, 0.13, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
36, 0, 1.460, 0.98, 1, 2.57, 3.28, 0.00, 4.10, 0.45, 0.00, 0.00, 2.20, 1.26, 0.96, 1.54, 0.63, 1.61, 0.68, 0.27, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
37, 0, 1.502, 0.98, 1, 2.85, 3.34, 0.00, 4.11, 0.30, 0.00, 0.00, 2.23, 1.21, 1.02, 1.73, 0.73, 1.45, 0.80, 0.51, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
38, 0, 1.543, 0.98, 1, 2.76, 3.12, 0.00, 3.67, 0.50, 0.04, 0.00, 2.20, 1.34, 1.37, 1.45, 0.56, 1.08, 0.83, 0.43, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
39, 0, 1.585, 0.98, 1, 2.82, 2.90, 0.00, 3.72, 0.62, 0.47, 0.12, 2.17, 1.32, 1.34, 1.48, 0.61, 1.22, 0.93, 0.43, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
40, 0, 1.627, 0.93, 1, 2.65, 2.83, 0.00, 3.72, 0.67, 0.19, 0.00, 2.22, 1.35, 1.39, 1.40, 0.45, 0.95, 0.95, 0.46, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
41, 0, 1.668, 0.93, 1, 2.52, 2.86, 0.00, 4.24, 0.84, 0.53, 0.00, 2.45, 1.45, 1.65, 1.33, 0.41, 0.50, 0.82, 0.55, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
42, 0, 1.710, 0.88, 1, 2.64, 2.96, 0.00, 4.13, 1.15, 0.87, 0.33, 2.28, 1.77, 1.76, 0.61, 0.00, 0.09, 0.65, 0.53, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
43, 0, 1.752, 0.88, 1, 2.06, 2.37, 0.00, 3.96, 1.14, 0.96, 0.45, 2.27, 1.75, 1.82, 0.42, 0.00, 0.47, 0.87, 0.50, 0.03, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
44, 0, 1.793, 0.88, 1, 1.52, 1.75, 0.00, 3.86, 1.37, 1.28, 0.73, 2.01, 1.68, 1.36, 0.13, 0.00, 0.74, 0.92, 0.54, 0.31, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
45, 0, 1.835, 0.98, 1, 1.45, 1.49, 0.00, 3.30, 1.32, 1.14, 0.74, 1.94, 1.63, 1.39, 0.14, 0.00, 1.22, 1.12, 0.55, 0.71, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
46, 0, 1.877, 0.88, 1, 1.24, 1.37, 0.00, 3.36, 1.43, 1.57, 0.64, 2.02, 1.69, 1.41, 0.18, 0.00, 0.67, 1.19, 0.54, 0.35, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
47, 0, 1.919, 0.88, 1, 1.28, 1.37, 0.00, 3.36, 1.42, 1.49, 0.82, 2.00, 1.57, 1.43, 0.32, 0.00, 1.23, 1.14, 0.68, 0.52, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
48, 0, 1.960, 0.88, 1, 1.36, 1.41, 0.00, 3.01, 1.32, 1.65, 0.76, 1.93, 1.45, 1.31, 0.45, 0.00, 1.46, 0.95, 0.86, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
49, 0, 2.002, 0.88, 1, 1.31, 1.43, 0.00, 2.75, 1.42, 1.01, 0.61, 2.16, 1.35, 1.20, 0.43, 0.00, 0.97, 0.86, 1.10, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
50, 0, 2.044, 0.88, 1, 1.44, 1.32, 0.00, 2.45, 1.21, 1.31, 0.67, 1.98, 1.23, 1.03, 0.36, 0.00, 1.48, 0.96, 0.96, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
51, 0, 2.085, 0.88, 1, 1.50, 1.36, 0.00, 2.58, 1.23, 1.32, 0.82, 2.19, 1.26, 0.95, 0.60, 0.00, 1.67, 0.78, 1.12, 0.42, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
52, 0, 2.127, 0.88, 1, 1.49, 1.23, 0.00, 2.19, 1.27, 1.79, 0.98, 2.22, 1.14, 1.03, 1.00, 0.10, 1.83, 0.36, 0.73, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
