frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, FE1, FE2, FE3, FE4, FE5, FE6, FE7, FE8, FE9, FE10, FE11, FE12, FE13, FE14, FE15, FE16, FE17, FE18, FE19, FE20, FE21
23, 0, 0.734, 0.93, 1, 0.90, 0.31, 0.00, 2.04, 0.00, 0.00, 0.00, 0.20, 1.05, 0.00, 0.33, 0.00, 0.32, 0.00, 1.68, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
24, 0, 0.767, 0.93, 1, 1.00, 0.35, 0.00, 1.89, 0.00, 0.00, 0.00, 0.65, 1.09, 0.00, 0.40, 0.00, 0.33, 0.00, 1.72, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
25, 0, 0.801, 0.93, 1, 0.93, 0.19, 0.00, 1.06, 0.00, 0.66, 0.00, 0.29, 1.06, 0.00, 0.23, 0.00, 0.72, 0.00, 1.66, 0.51, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
26, 0, 0.834, 0.98, 1, 0.95, 0.11, 0.00, 0.95, 0.00, 0.45, 0.00, 0.32, 1.23, 0.00, 0.19, 0.00, 0.69, 0.00, 1.72, 0.14, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
27, 0, 0.868, 0.98, 1, 1.07, 0.37, 0.00, 1.16, 0.00, 0.62, 0.00, 0.50, 1.32, 0.00, 0.36, 0.00, 0.69, 0.00, 1.80, 0.40, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
28, 0, 0.901, 0.98, 1, 0.85, 0.26, 0.00, 1.22, 0.00, 0.18, 0.00, 0.35, 1.29, 0.00, 0.42, 0.00, 0.80, 0.00, 1.81, 0.14, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
29, 0, 0.934, 0.98, 1, 0.92, 0.51, 0.00, 0.96, 0.00, 0.00, 0.00, 0.45, 1.36, 0.00, 0.29, 0.00, 0.54, 0.00, 1.87, 0.39, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
30, 0, 0.968, 0.98, 1, 0.69, 0.18, 0.00, 0.94, 0.00, 0.59, 0.00, 0.48, 1.36, 0.00, 0.23, 0.00, 0.48, 0.00, 1.84, 0.29, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
31, 0, 1.001, 0.98, 1, 0.51, 0.11, 0.00, 1.17, 0.00, 0.00, 0.00, 0.46, 1.32, 0.00, 0.27, 0.00, 0.81, 0.00, 2.03, 0.18, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
32, 0, 1.034, 0.98, 1, 0.79, 0.22, 0.00, 0.71, 0.00, 0.00, 0.00, 0.50, 1.37, 0.00, 0.22, 0.00, 0.78, 0.00, 1.88, 0.37, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
33, 0, 1.068, 0.98, 1, 0.61, 0.24, 0.00, 0.90, 0.00, 0.43, 0.00, 0.46, 1.39, 0.00, 0.18, 0.00, 1.00, 0.00, 2.08, 0.18, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
34, 0, 1.101, 0.98, 1, 0.56, 0.14, 0.00, 0.66, 0.00, 0.00, 0.00, 0.52, 1.42, 0.02, 0.21, 0.00, 1.08, 0.00, 2.03, 0.17, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
35, 0, 1.134, 0.98, 1, 0.52, 0.13, 0.00, 0.66, 0.00, 0.33, 0.00, 0.44, 1.34, 0.04, 0.24, 0.00, 1.06, 0.00, 1.96, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
36, 0, 1.168, 0.98, 1, 0.73, 0.20, 0.00, 0.26, 0.00, 0.00, 0.00, 0.52, 1.38, 0.24, 0.27, 0.00, 1.11, 0.00, 1.90, 0.04, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
37, 0, 1.201, 0.98, 1, 0.42, 0.11, 0.00, 0.94, 0.00, 0.26, 0.00, 0.62, 1.37, 0.00, 0.22, 0.00, 0.74, 0.00, 1.74, 0.23, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
38, 0, 1.235, 0.98, 1, 0.72, 0.00, 0.00, 0.82, 0.00, 0.51, 0.00, 0.64, 1.41, 0.00, 0.10, 0.00, 0.54, 0.00, 1.66, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
39, 0, 1.268, 0.98, 1, 0.69, 0.06, 0.00, 0.65, 0.00, 0.21, 0.00, 0.49, 1.41, 0.02, 0.24, 0.00, 0.45, 0.00, 1.85, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
40, 0, 1.301, 0.98, 1, 0.67, 0.00, 0.00, 0.94, 0.05, 1.17, 0.00, 0.51, 1.53, 0.00, 0.20, 0.00, 0.85, 0.00, 1.89, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
41, 0, 1.335, 0.98, 1, 0.79, 0.00, 0.00, 1.17, 0.02, 0.80, 0.00, 0.45, 1.59, 0.00, 0.06, 0.00, 0.95, 0.00, 1.92, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
42, 0, 1.368, 0.98, 1, 0.42, 0.05, 0.00, 1.27, 0.00, 0.52, 0.00, 0.58, 1.58, 0.00, 0.27, 0.00, 0.91, 0.00, 1.85, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
43, 0, 1.401, 0.98, 1, 0.50, 0.06, 0.00, 0.83, 0.00, 0.79, 0.00, 0.58, 1.73, 0.00, 0.17, 0.00, 0.60, 0.00, 1.93, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
44, 0, 1.435, 0.98, 1, 0.64, 0.03, 0.00, 0.71, 0.00, 0.29, 0.00, 0.59, 1.62, 0.00, 0.16, 0.00, 0.74, 0.00, 1.76, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
45, 0, 1.468, 0.98, 1, 0.54, 0.12, 0.00, 1.31, 0.00, 0.32, 0.00, 0.69, 1.57, 0.00, 0.29, 0.00, 0.81, 0.00, 1.94, 0.08, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
46, 0, 1.502, 0.98, 1, 0.53, 0.25, 0.00, 1.19, 0.00, 0.36, 0.00, 0.70, 1.54, 0.00, 0.14, 0.00, 0.77, 0.00, 2.00, 0.02, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
47, 0, 1.535, 0.98, 1, 0.76, 0.45, 0.00, 1.00, 0.00, 0.84, 0.00, 0.51, 1.56, 0.00, 0.20, 0.00, 1.05, 0.00, 2.01, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
48, 0, 1.568, 0.98, 1, 0.68, 0.32, 0.00, 1.29, 0.00, 0.69, 0.00, 0.61, 1.50, 0.00, 0.21, 0.00, 1.08, 0.00, 2.17, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
49, 0, 1.602, 0.98, 1, 0.88, 0.39, 0.00, 1.25, 0.12, 0.90, 0.00, 0.68, 1.70, 0.00, 0.10, 0.00, 1.29, 0.00, 2.29, 0.10, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
50, 0, 1.635, 0.98, 1, 0.54, 0.33, 0.00, 1.32, 0.03, 0.68, 0.00, 0.62, 1.67, 0.00, 0.31, 0.00, 0.98, 0.00, 2.19, 0.18, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
51, 0, 1.668, 0.98, 1, 0.52, 0.16, 0.00, 1.01, 0.01, 0.45, 0.00, 0.63, 1.54, 0.00, 0.30, 0.00, 1.19, 0.00, 2.23, 0.29, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
52, 0, 1.702, 0.98, 1, 0.71, 0.32, 0.00, 1.53, 0.03, 0.70, 0.00, 0.51, 1.52, 0.00, 0.23, 0.00, 1.27, 0.00, 2.17, 0.22, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
