frame,FE01,FE02,FE03,FE04,FE05,FE06
38,1.165,0.4940000000000001,1.107,0.028000000000000004,0,0.44
39,1.164,0.452,1.1440000000000001,0.008,0,0.5233333333333333
40,0.99,0.607,1.088,0.11399999999999999,0,0.5599999999999999
41,0.7370000000000001,0.7610000000000001,1.1150000000000002,0.271,0,0.6833333333333332
42,0.423,0.768,1.23,0.18,0,0.6633333333333332
43,0.20400000000000001,1.009,1.0070000000000001,0.369,0,0.7566666666666667
46,0.0,0.707,1.2210000000000003,0.0,0,0.16666666666666666
47,0.132,0.702,1.173,0.0,0,0.24666666666666667
48,0.084,0.673,1.0840000000000003,0.0,0,0.17666666666666667
49,0.093,0.6930000000000001,1.147,0.0,0,0.26333333333333336
50,0.06,0.621,0.9,0.0,0,0.3
51,0.015,0.6000000000000001,0.627,0.036,0,0.34
52,0.0,0.758,0.5459999999999999,0.201,0,0.5633333333333334
53,0.0,0.7769999999999999,0.6160000000000001,0.23399999999999999,0,0.5466666666666667
54,0.0,0.6970000000000001,0.5920000000000001,0.22499999999999998,0,0.4266666666666667
55,0.0,0.663,0.49,0.222,0,0.3466666666666667
60,0.12299999999999998,0.514,0.76,0.048,0,0.24666666666666667
61,0.165,0.617,0.826,0.17600000000000002,0,0.25333333333333335
62,0.38,0.5750000000000001,0.9570000000000001,0.09100000000000001,0,0.42333333333333334
66,0.476,0.75,0.8160000000000001,0.317,0,0.6266666666666666
67,0.785,0.498,1.008,0.087,0,0.53
68,0.9880000000000001,0.465,1.0090000000000001,0.0,0,0.4766666666666666
69,1.023,0.483,1.066,0.008,0,0.48333333333333334
70,0.8029999999999999,0.46599999999999997,1.0350000000000001,0.0,0,0.45
71,0.522,0.535,0.931,0.068,0,0.42
72,0.483,0.6070000000000001,0.9820000000000001,0.128,0,0.33666666666666667
73,0.51,0.56,0.9920000000000002,0.09200000000000001,0,0.2733333333333333
74,0.552,0.555,1.112,0.11399999999999999,0,0.44
75,0.6329999999999999,0.6680000000000001,1.207,0.235,0,0.6833333333333332
76,0.747,0.635,1.407,0.182,0,0.7133333333333334
77,1.218,0.489,1.6880000000000002,0.072,0,0.5766666666666667
78,1.03,0.434,1.5970000000000002,0.012,0,0.5666666666666667
79,0.778,0.45500000000000007,1.507,0.04000000000000001,0,0.47333333333333333
80,0.505,0.353,1.154,0.0,0,0.37666666666666665
81,0.129,0.472,0.796,0.147,0,0.37666666666666665
82,0.282,0.30400000000000005,0.919,0.003,0,0.25333333333333335
83,0.222,0.531,0.907,0.192,0,0.5766666666666667
84,0.196,0.599,0.686,0.327,0,0.85
87,0.055,0.617,0.6160000000000001,0.474,0,0.7133333333333334
93,0.332,0.53,0.6629999999999999,0.282,0,0.6466666666666666
100,0.0,0.603,0.31400000000000006,0.336,0,0.5933333333333334
101,0.07400000000000001,0.425,0.38700000000000007,0.22799999999999998,0,0.45999999999999996
102,0.235,0.313,0.45399999999999996,0.12299999999999998,0,0.33666666666666667
103,0.12,0.20099999999999998,0.359,0.033,0,0.2733333333333333
