frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, FE1, FE2, FE3, FE4, FE5, FE6, FE7, FE8, FE9, FE10, FE11, FE12, FE13, FE14, FE15, FE16, FE17, FE18, FE19, FE20, FE21
34, 0, 1.376, 0.98, 1, 2.04, 0.49, 0.00, 2.01, 0.00, 0.00, 0.00, 0.32, 0.00, 0.00, 1.58, 1.98, 1.99, 0.23, 0.00, 0.00, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35, 0, 1.418, 0.98, 1, 1.92, 0.34, 0.00, 1.70, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 1.67, 2.15, 1.87, 0.28, 0.00, 0.00, 0.02, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
36, 0, 1.460, 0.98, 1, 1.69, 0.34, 0.00, 2.08, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 1.58, 2.09, 2.00, 0.24, 0.00, 0.00, 0.00, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
37, 0, 1.502, 0.98, 1, 1.92, 0.45, 0.00, 1.56, 0.00, 0.00, 0.00, 0.38, 0.00, 0.00, 1.67, 2.29, 1.71, 0.39, 0.00, 0.00, 0.07, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
38, 0, 1.543, 0.98, 1, 2.26, 0.51, 0.00, 1.89, 0.00, 0.00, 0.00, 0.28, 0.00, 0.14, 1.59, 2.29, 1.82, 0.37, 0.00, 0.00, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
39, 0, 1.585, 0.98, 1, 2.10, 0.59, 0.00, 1.86, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 1.58, 2.19, 1.88, 0.37, 0.00, 0.00, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40, 0, 1.627, 0.98, 1, 2.27, 0.48, 0.00, 1.79, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 1.66, 2.28, 1.93, 0.29, 0.00, 0.00, 0.00, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
41, 0, 1.668, 0.98, 1, 2.31, 0.53, 0.00, 1.93, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 1.73, 2.06, 1.91, 0.27, 0.00, 0.00, 0.00, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
42, 0, 1.710, 0.03, 0, 0.40, 0.00, 0.00, 2.97, 0.69, 0.57, 0.00, 0.00, 0.00, 0.00, 0.50, 0.48, 0.30, 0.00, 0.00, 0.00, 0.64, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
43, 0, 1.752, 0.03, 0, 0.01, 0.00, 0.00, 2.92, 0.38, 0.00, 0.00, 0.00, 0.10, 0.00, 0.02, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
44, 0, 1.793, 0.03, 0, 0.14, 0.00, 0.00, 2.60, 0.00, 0.00, 0.00, 0.39, 0.01, 0.00, 0.00, 0.26, 0.72, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
45, 0, 1.835, 0.03, 0, 0.06, 0.00, 0.00, 2.37, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 1.03, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
46, 0, 1.877, 0.03, 0, 0.00, 0.00, 0.00, 1.95, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.06, 0.00, 1.49, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
47, 0, 1.919, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.65, 0.00, 0.00, 0.00, 0.00, 1.99, 0.00, 0.00, 0.00, 0.42, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
49, 0, 2.002, 0.98, 1, 1.25, 0.00, 0.56, 0.60, 0.00, 0.86, 0.00, 0.02, 0.00, 0.00, 0.33, 0.11, 1.85, 0.00, 0.59, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
50, 0, 2.044, 0.98, 1, 1.32, 0.00, 0.55, 0.60, 0.12, 1.36, 0.00, 0.15, 0.00, 0.00, 0.52, 0.12, 1.98, 0.00, 0.66, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
51, 0, 2.085, 0.98, 1, 1.45, 0.00, 0.63, 0.24, 0.21, 1.20, 0.00, 0.15, 0.00, 0.00, 0.53, 0.19, 2.08, 0.00, 0.70, 0.00, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
52, 0, 2.127, 0.98, 1, 1.42, 0.00, 0.49, 0.93, 0.29, 1.29, 0.00, 0.11, 0.00, 0.00, 0.33, 0.22, 2.18, 0.00, 0.77, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
53, 0, 2.169, 0.98, 1, 1.51, 0.00, 0.50, 0.72, 0.37, 1.30, 0.00, 0.23, 0.02, 0.00, 0.31, 0.15, 1.96, 0.00, 0.87, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
