frame, face_id, timestamp, confidence, success,FE01,FE02,FE03,FE04,FE05,FE06,FE07
1, 0, 0.000, 0.98, 1,0,0,0.6050000000000001,0,0,0,0
2, 0, 0.033, 0.98, 1,0,0,0.9175,0,0,0,0
3, 0, 0.067, 0.98, 1,0,0,0.9100000000000001,0,0,0,0
4, 0, 0.100, 0.98, 1,0,0,0.89,0,0,0,0
5, 0, 0.133, 0.98, 1,0,0,0.8775000000000001,0,0,0,0
6, 0, 0.167, 0.98, 1,0,0,0.8925000000000001,0,0,0,0
7, 0, 0.200, 0.98, 1,0,0,0.9175,0,0,0,0
8, 0, 0.234, 0.98, 1,0,0,0.74,0,0,0,0
9, 0, 0.267, 0.98, 1,0,0,0.6749999999999999,0,0,0,0
10, 0, 0.300, 0.98, 1,0,0,0.5675,0,0,0,0
11, 0, 0.334, 0.98, 1,0,0,0.5775,0,0,0,0
12, 0, 0.367, 0.98, 1,0,0,0.6299999999999999,0,0,0,0
13, 0, 0.400, 0.98, 1,0,0,0.44999999999999996,0,0,0,0
14, 0, 0.434, 0.98, 1,0,0,0.525,0,0,0,0
15, 0, 0.467, 0.98, 1,0,0,0.5,0,0,0,0
16, 0, 0.501, 0.98, 1,0,0,0,0,0.4666666666666666,0,0
17, 0, 0.534, 0.98, 1,0,0,0.4525,0,0,0,0
18, 0, 0.567, 0.98, 1,0,0,0,0,0.47333333333333333,0,0
19, 0, 0.601, 0.98, 1,0,0.5,0,0,0,0,0
20, 0, 0.634, 0.98, 1,0,0.465,0,0,0,0,0
21, 0, 0.667, 0.98, 1,0,0.495,0,0,0,0,0
22, 0, 0.701, 0.98, 1,0,0,0,0,0.6166666666666667,0,0
23, 0, 0.734, 0.98, 1,0,0,0,0,0.8266666666666667,0,0
24, 0, 0.767, 0.98, 1,0,0,0,0,0.89,0,0
25, 0, 0.801, 0.98, 1,0,0,0,0,0.8033333333333333,0,0
26, 0, 0.834, 0.98, 1,0,0,0,0,0.8766666666666666,0,0
27, 0, 0.868, 0.98, 1,0,0,0,0,0.8733333333333334,0,0
28, 0, 0.901, 0.98, 1,0,0,0,0,0.89,0,0
29, 0, 0.934, 0.98, 1,0,0,0,0,0.89,0,0
30, 0, 0.968, 0.98, 1,0,0,0,0,0.8766666666666666,0,0
31, 0, 1.001, 0.98, 1,0,0,0,0,0.8133333333333334,0,0
32, 0, 1.034, 0.98, 1,0,0,0,0,0.8466666666666667,0,0
33, 0, 1.068, 0.98, 1,0,0,0,0,0.8166666666666668,0,0
34, 0, 1.101, 0.98, 1,0,0,0,0,0.8366666666666666,0,0
35, 0, 1.134, 0.98, 1,0,0,0,0,0.9166666666666666,0,0
36, 0, 1.168, 0.98, 1,0,0,0,0,0.9066666666666666,0,0
37, 0, 1.201, 0.98, 1,0,0,0,0,0.8533333333333332,0,0
38, 0, 1.235, 0.98, 1,0,0,0,0,0.8366666666666666,0,0
39, 0, 1.268, 0.98, 1,0,0,0,0,0.7533333333333333,0,0
40, 0, 1.301, 0.98, 1,0,0,0.755,0,0,0,0
41, 0, 1.335, 0.98, 1,0,0,0.7675000000000001,0,0,0,0
42, 0, 1.368, 0.98, 1,0,0,0,0,0.8166666666666665,0,0
43, 0, 1.401, 0.98, 1,0,0,0.7725,0,0,0,0
44, 0, 1.435, 0.98, 1,0,0,0,0,0.7366666666666667,0,0
45, 0, 1.468, 0.98, 1,0,0,0.76,0,0,0,0
46, 0, 1.502, 0.98, 1,0,0.795,0,0,0,0,0
47, 0, 1.535, 0.98, 1,0,0.87,0,0,0,0,0
48, 0, 1.568, 0.98, 1,0,0.8650000000000001,0,0,0,0,0
49, 0, 1.602, 0.98, 1,0,0.89,0,0,0,0,0
50, 0, 1.635, 0.98, 1,0,0.8200000000000001,0,0,0,0,0
51, 0, 1.668, 0.98, 1,0,0.8,0,0,0,0,0
52, 0, 1.702, 0.98, 1,0,0.8450000000000001,0,0,0,0,0
53, 0, 1.735, 0.98, 1,0,0,0,0,0.85,0,0
54, 0, 1.768, 0.98, 1,0,0,0,0,0.8733333333333334,0,0
55, 0, 1.802, 0.98, 1,0,0,0,0,0.8866666666666667,0,0
56, 0, 1.835, 0.98, 1,0,0,0,0,0.9433333333333334,0,0
57, 0, 1.869, 0.98, 1,0,0,0,0,0.9933333333333333,0,0
