 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
609.5600000000009,1095.8400000000001,241.98000000000005,64.35,766.1800000000005,1515.370000000001,128.64,808.9800000000006,1285.759999999999,208.34000000000003,103.62000000000002,166.40999999999983,315.60999999999945,35.099999999999994,1175.499999999999,789.8099999999991,986.9500000000008
789,819,548,47,798,882,291,809,891,204,232,183,605,58,859,764,882
