frame, face_id, timestamp, confidence, success,FE01,FE02,FE03,FE04,FE05,FE06,FE07
1, 0, 0.000, 0.98, 1,0,0,0.8,0,0,0,0
2, 0, 0.033, 0.98, 1,0,0,0.8674999999999999,0,0,0,0
3, 0, 0.067, 0.98, 1,0,0,0.915,0,0,0,0
4, 0, 0.100, 0.98, 1,0,0,1.2574999999999998,0,0,0,0
5, 0, 0.133, 0.98, 1,0,0,1.3324999999999998,0,0,0,0
6, 0, 0.167, 0.98, 1,0,0,1.395,0,0,0,0
7, 0, 0.200, 0.98, 1,0,0,1.3475000000000001,0,0,0,0
8, 0, 0.234, 0.98, 1,0,0,1.1875,0,0,0,0
9, 0, 0.267, 0.98, 1,0,1.1,0,0,0,0,0
10, 0, 0.300, 0.98, 1,0,1.045,0,0,0,0,0
11, 0, 0.334, 0.98, 1,0,0,0.9924999999999999,0,0,0,0
12, 0, 0.367, 0.98, 1,0,0,1.0975,0,0,0,0
13, 0, 0.400, 0.98, 1,0,0,1.025,0,0,0,0
14, 0, 0.434, 0.98, 1,0,0,1.0125,0,0,0,0
15, 0, 0.467, 0.98, 1,0,0,0.99,0,0,0,0
16, 0, 0.501, 0.98, 1,0,0,0.975,0,0,0,0
17, 0, 0.534, 0.98, 1,0,0,0.92,0,0,0,0
18, 0, 0.567, 0.98, 1,0,0,0.9199999999999999,0,0,0,0
19, 0, 0.601, 0.98, 1,0,0,1.0,0,0,0,0
20, 0, 0.634, 0.98, 1,0,0,0.8175,0,0,0,0
21, 0, 0.667, 0.98, 1,0,0,0.78,0,0,0,0
22, 0, 0.701, 0.98, 1,0,0,0.7324999999999999,0,0,0,0
23, 0, 0.734, 0.98, 1,0,0,0.745,0,0,0,0
24, 0, 0.767, 0.98, 1,0,0,0.7,0,0,0,0
25, 0, 0.801, 0.98, 1,0,0,0.735,0,0,0,0
26, 0, 0.834, 0.98, 1,0,0,0.83,0,0,0,0
27, 0, 0.868, 0.98, 1,0,0,0.7275,0,0,0,0
28, 0, 0.901, 0.98, 1,0,0,0.72,0,0,0,0
29, 0, 0.934, 0.98, 1,0,0,0.74,0,0,0,0
30, 0, 0.968, 0.98, 1,0,0,0.73,0,0,0,0
31, 0, 1.001, 0.98, 1,0,0,0.855,0,0,0,0
32, 0, 1.034, 0.98, 1,0,0,0.8775,0,0,0,0
33, 0, 1.068, 0.98, 1,0,0,0.72,0,0,0,0
34, 0, 1.101, 0.98, 1,0,0,0.675,0,0,0,0
35, 0, 1.134, 0.98, 1,0,0,0.585,0,0,0,0
36, 0, 1.168, 0.98, 1,0,0,0.5725,0,0,0,0
37, 0, 1.201, 0.98, 1,0,0,0.475,0,0,0,0
38, 0, 1.235, 0.98, 1,0,0,0.49,0,0,0,0
39, 0, 1.268, 0.98, 1,0,0,0.525,0,0,0,0
40, 0, 1.301, 0.98, 1,0,0,0.6000000000000001,0,0,0,0
41, 0, 1.335, 0.98, 1,0,0,0.5475,0,0,0,0
42, 0, 1.368, 0.98, 1,0,0,0.4575,0,0,0,0
43, 0, 1.401, 0.98, 1,0,0,0.495,0,0,0,0
44, 0, 1.435, 0.98, 1,0,0,0.5,0,0,0,0
45, 0, 1.468, 0.98, 1,0,0,0.4625,0,0,0,0
46, 0, 1.502, 0.98, 1,0,0,0.49250000000000005,0,0,0,0
47, 0, 1.535, 0.98, 1,0,0,0.4475,0,0,0,0
48, 0, 1.568, 0.98, 1,0,0,0.47500000000000003,0,0,0,0
49, 0, 1.602, 0.98, 1,0,0,0.5825,0,0,0,0
50, 0, 1.635, 0.98, 1,0,0,0.7,0,0,0,0
51, 0, 1.668, 0.98, 1,0,0,0.73,0,0,0,0
52, 0, 1.702, 0.98, 1,0,0,0.705,0,0,0,0
