frame,FE01,FE02,FE03,FE04,FE05,FE06
1,0,0,0,0.68,0,0
2,0,0,0,0.678,0,0
3,0,0,0,0.595,0,0
4,0,0,0,0.646,0,0
5,0,0,0,0.5960000000000001,0,0
6,0,0,0,0.529,0,0
7,0,0,0,0.5920000000000001,0,0
8,0,0,0,0.5960000000000001,0,0
9,0,0,0,0.22499999999999998,0,0
10,0.446,0,0,0,0,0
11,1.525,0,0,0,0,0
12,2.0700000000000003,0,0,0,0,0
13,2.327,0,0,0,0,0
14,2.517,0,0,0,0,0
15,2.606,0,0,0,0,0
16,2.729,0,0,0,0,0
17,2.727,0,0,0,0,0
18,2.653,0,0,0,0,0
19,2.677,0,0,0,0,0
20,2.637,0,0,0,0,0
21,2.787,0,0,0,0,0
22,2.72,0,0,0,0,0
23,2.761,0,0,0,0,0
24,2.722,0,0,0,0,0
25,2.7680000000000002,0,0,0,0,0
26,2.715,0,0,0,0,0
27,2.7609999999999997,0,0,0,0,0
28,2.792,0,0,0,0,0
29,2.723,0,0,0,0,0
30,2.7119999999999997,0,0,0,0,0
31,2.771,0,0,0,0,0
32,2.755,0,0,0,0,0
33,0,0,1.375,0,0,0
34,0,0,1.395,0,0,0
35,0,0,1.3430000000000002,0,0,0
36,0,0,1.2560000000000002,0,0,0
37,0,0,1.2610000000000001,0,0,0
38,0,0,1.1800000000000002,0,0,0
39,0,0,1.1320000000000001,0,0,0
40,0,0,1.0710000000000002,0,0,0
41,0,0,0.788,0,0,0
42,0,0,0,0,0,0.6066666666666667
43,0,0.5459999999999999,0,0,0,0
44,0,0.7969999999999999,0,0,0,0
45,0,1.032,0,0,0,0
46,0,1.287,0,0,0,0
47,0,1.395,0,0,0,0
48,0,1.464,0,0,0,0
49,0,1.521,0,0,0,0
50,0,1.563,0,0,0,0
51,0,0,0,1.0899999999999999,0,0
52,1.261,0,0,0,0,0
53,0,0,0,0,0,1.18
54,0,0,0,0,0,1.2666666666666666
55,0,0,0,0,0,1.2733333333333332
56,0,0,0,0,0,1.28
57,0,0,0,0,0,1.3333333333333333
58,0,0,0,0,0,1.3833333333333335
59,0,0,0,0,0,1.3766666666666667
60,0,0,0,0,0,1.3399999999999999
61,0,0,0,0,0,1.3433333333333335
62,0,0,0,0,0,1.2966666666666666
63,0,0,0,0,0,1.36
64,0,0,0,0,0,1.3733333333333333
65,0,0,0,0,0,1.36
66,0,0,0,0,0,1.3833333333333335
67,0,0,0,0,0,1.3266666666666667
68,0,0,0,0,0,1.3
69,0,0,0,0,0,1.3399999999999999
70,0,0,0,0,0,1.32
71,0,0,0,0,0,1.2866666666666668
72,0,0,0,0,0,1.2466666666666668
73,0,0,0,0,0,1.3299999999999998
74,0,0,0,0,0,1.3800000000000001
75,0,0,0,0,0,1.4266666666666667
76,0,0,0,0,0,1.3866666666666667
77,0,0,0,0,0,1.4000000000000001
78,0,0,0,0,0,1.3633333333333333
79,1.246,0,0,0,0,0
80,1.3079999999999998,0,0,0,0,0
81,1.294,0,0,0,0,0
82,1.165,0,0,0,0,0
83,1.277,0,0,0,0,0
84,1.213,0,0,0,0,0
85,0,0,0.592,0,0,0
86,0,0,1.125,0,0,0
87,0,0,1.165,0,0,0
88,0,0,1.1600000000000001,0,0,0
89,0,0,1.219,0,0,0
90,0,0,1.194,0,0,0
91,0,0,1.201,0,0,0
92,0,0,1.2730000000000001,0,0,0
93,0,0,1.193,0,0,0
94,0,0,1.186,0,0,0
95,0,0,1.203,0,0,0
96,0,0,1.2530000000000001,0,0,0
97,0,0,1.2320000000000002,0,0,0
98,0,0,1.254,0,0,0
99,0,0,1.231,0,0,0
100,0,0,1.2360000000000002,0,0,0
101,0,0,1.212,0,0,0
102,0,0,1.184,0,0,0
103,0,0,1.2650000000000001,0,0,0
104,0,0,1.285,0,0,0
105,0,0,1.368,0,0,0
106,0,0,1.322,0,0,0
107,0,0,1.2469999999999999,0,0,0
108,0,0,1.1750000000000003,0,0,0
109,0,0,1.288,0,0,0
110,0,0,1.232,0,0,0
111,0,0,1.2690000000000001,0,0,0
112,0,0,0,1.006,0,0
113,0,0,0,1.208,0,0
114,0,0,0,1.317,0,0
115,0,0,0,1.5170000000000001,0,0
116,0,0,0,1.3630000000000002,0,0
117,0,0,0,1.381,0,0
118,0,0,0,1.35,0,0
119,0,0,0,1.2429999999999999,0,0
120,0,0,0,1.3690000000000002,0,0
121,0,0,0,1.4819999999999998,0,0
122,0,0,0,1.3679999999999999,0,0
123,0,0,0,1.483,0,0
124,0,0,0,1.319,0,0
125,0,0,0,1.363,0,0
126,0,0,0,1.168,0,0
127,0,0,0,1.3029999999999997,0,0
128,0,0,0,1.116,0,0
129,0,0,0,1.3589999999999998,0,0
130,0,0,0,1.298,0,0
131,0,0,0,1.3579999999999999,0,0
132,0,0,0,1.487,0,0
133,0,0,0,1.3170000000000002,0,0
134,0,0,0,1.063,0,0
135,0,0,0,1.355,0,0
136,0,0,0,1.2409999999999999,0,0
137,0,0,0,1.4209999999999998,0,0
138,0,0,0,1.1929999999999998,0,0
139,0,0,0,1.346,0,0
140,0,0,0,1.284,0,0
141,0,0,0,1.353,0,0
142,0,0,0,1.306,0,0
143,0,0,0,1.289,0,0
144,0,0,0,1.248,0,0
145,0,0,0,1.3569999999999998,0,0
146,0,0,0,1.29,0,0
147,0,0,0,1.4340000000000002,0,0
148,0,0,0,1.4640000000000002,0,0
149,0,0,0,1.471,0,0
150,0,0,0,1.3780000000000001,0,0
151,0,0,0,1.3929999999999998,0,0
152,0,0,0,1.3669999999999998,0,0
153,0,0,0,1.346,0,0
154,0,0,0,1.1760000000000002,0,0
155,0,0,0,1.484,0,0
156,0,0,0,1.387,0,0
157,0,0,0,1.472,0,0
158,0,0,0,1.4600000000000002,0,0
159,0,0,0,1.18,0,0
160,0,0,0,1.433,0,0
161,0,0,0,1.3150000000000002,0,0
162,0,0,0,1.5,0,0
163,0,0,0,1.294,0,0
164,0,0,0,1.316,0,0
165,0,0,0,1.589,0,0
166,0,0,0,1.423,0,0
167,0,0,0,1.412,0,0
168,0,0,0,1.499,0,0
169,0,0,0,1.742,0,0
170,0,0,0,1.7740000000000002,0,0
171,0,0,0,1.498,0,0
172,0,0,0,1.8320000000000003,0,0
173,0,0,0,1.98,0,0
174,0,0,0,1.4920000000000002,0,0
175,0,0,0,1.415,0,0
176,0,0,0,1.6920000000000002,0,0
177,0,0,0,1.5699999999999998,0,0
178,0,0,0,1.4220000000000002,0,0
179,0,0,0,1.423,0,0
180,0,0,0,1.4940000000000002,0,0
181,0,0,0,1.289,0,0
182,0,0,0,1.33,0,0
183,0,0,0,1.3230000000000002,0,0
184,0,0,0,1.5110000000000001,0,0
185,0,0,0,1.4300000000000002,0,0
186,0,0,0,1.5200000000000002,0,0
187,1.3769999999999998,0,0,0,0,0
188,2.427,0,0,0,0,0
189,2.457,0,0,0,0,0
190,2.371,0,0,0,0,0
191,2.4850000000000003,0,0,0,0,0
192,2.4130000000000003,0,0,0,0,0
193,2.336,0,0,0,0,0
194,2.2840000000000003,0,0,0,0,0
195,2.279,0,0,0,0,0
196,2.3810000000000002,0,0,0,0,0
197,2.4370000000000003,0,0,0,0,0
198,2.39,0,0,0,0,0
199,2.3360000000000003,0,0,0,0,0
200,2.34,0,0,0,0,0
201,2.412,0,0,0,0,0
202,2.352,0,0,0,0,0
203,2.452,0,0,0,0,0
204,2.4650000000000003,0,0,0,0,0
205,2.361,0,0,0,0,0
206,2.396,0,0,0,0,0
207,2.377,0,0,0,0,0
