frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, FE1, FE2, FE3, FE4, FE5, FE6, FE7, FE8, FE9, FE10, FE11, FE12, FE13, FE14, FE15, FE16, FE17, FE18, FE19, FE20, FE21
34, 0, 1.101, 0.98, 1, 1.35, 0.65, 0.00, 1.40, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 1.35, 0.18, 0.00, 0.00, 0.01, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
35, 0, 1.134, 0.98, 1, 1.18, 0.62, 0.00, 1.02, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 1.16, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
36, 0, 1.168, 0.98, 1, 1.08, 0.66, 0.00, 1.49, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 1.21, 0.06, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
37, 0, 1.201, 0.98, 1, 1.06, 0.60, 0.00, 1.21, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.84, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
38, 0, 1.235, 0.98, 1, 0.98, 0.53, 0.00, 1.06, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.98, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
39, 0, 1.268, 0.98, 1, 1.00, 0.34, 0.00, 0.97, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 1.10, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
40, 0, 1.301, 0.98, 1, 1.05, 0.51, 0.00, 1.12, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.35, 0.04, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
41, 0, 1.335, 0.98, 1, 0.86, 0.29, 0.00, 1.07, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.33, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
42, 0, 1.368, 0.98, 1, 0.82, 0.31, 0.00, 1.23, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.01, 0.00, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
43, 0, 1.401, 0.98, 1, 0.95, 0.34, 0.00, 1.05, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.03, 0.06, 0.00, 0.00, 0.06, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
44, 0, 1.435, 0.98, 1, 1.04, 0.47, 0.00, 1.04, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.96, 0.05, 0.00, 0.00, 0.02, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
45, 0, 1.468, 0.98, 1, 0.93, 0.52, 0.00, 0.91, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.92, 0.00, 0.00, 0.23, 0.05, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
46, 0, 1.502, 0.98, 1, 0.90, 0.57, 0.00, 0.98, 0.00, 0.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.07, 0.00, 0.00, 0.13, 0.04, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
47, 0, 1.535, 0.98, 1, 0.67, 0.38, 0.00, 0.91, 0.00, 0.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.12, 0.01, 0.00, 0.00, 0.11, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
48, 0, 1.568, 0.98, 1, 0.78, 0.47, 0.00, 0.97, 0.00, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.12, 0.07, 0.00, 0.00, 0.17, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
49, 0, 1.602, 0.98, 1, 0.91, 0.69, 0.00, 0.82, 0.00, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 0.10, 0.02, 0.00, 1.27, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
50, 0, 1.635, 0.98, 1, 1.30, 1.09, 0.00, 1.27, 0.00, 0.07, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 1.49, 0.06, 0.01, 0.00, 2.43, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
51, 0, 1.668, 0.98, 1, 1.25, 1.12, 0.00, 1.47, 0.00, 0.20, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 1.65, 0.00, 0.02, 0.00, 2.58, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
52, 0, 1.702, 0.98, 1, 1.14, 0.88, 0.00, 1.47, 0.00, 0.83, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 1.68, 0.10, 0.00, 0.00, 2.31, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
