frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, FE1, FE2, FE3, FE4, FE5, FE6, FE7, FE8, FE9, FE10, FE11, FE12, FE13, FE14, FE15, FE16, FE17, FE18, FE19, FE20, FE21
11, 0, 0.334, 0.98, 1, 0.63, 0.00, 1.89, 0.00, 0.00, 2.12, 0.00, 0.57, 0.00, 0.00, 0.80, 1.69, 1.04, 0.18, 0.00, 0.00, 1.79, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
12, 0, 0.367, 0.98, 1, 0.60, 0.00, 2.10, 0.00, 0.00, 2.43, 0.00, 0.44, 0.00, 0.00, 0.83, 1.80, 0.92, 0.27, 0.00, 0.00, 1.83, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
13, 0, 0.400, 0.98, 1, 0.68, 0.00, 1.99, 0.00, 0.00, 2.17, 0.00, 0.51, 0.00, 0.00, 0.79, 1.80, 0.98, 0.43, 0.00, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
14, 0, 0.434, 0.98, 1, 0.65, 0.00, 2.02, 0.00, 0.00, 2.20, 0.00, 0.47, 0.00, 0.00, 0.78, 1.71, 0.98, 0.40, 0.00, 0.00, 1.88, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
15, 0, 0.467, 0.98, 1, 0.60, 0.00, 1.92, 0.00, 0.00, 2.13, 0.00, 0.50, 0.00, 0.00, 0.64, 1.61, 0.82, 0.46, 0.00, 0.00, 1.84, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
16, 0, 0.501, 0.98, 1, 0.60, 0.00, 1.92, 0.00, 0.00, 2.20, 0.00, 0.41, 0.00, 0.00, 0.56, 1.42, 0.86, 0.48, 0.00, 0.00, 1.80, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
17, 0, 0.534, 0.98, 1, 0.45, 0.00, 1.78, 0.00, 0.00, 2.21, 0.00, 0.42, 0.00, 0.00, 0.67, 1.64, 1.00, 0.45, 0.00, 0.00, 1.64, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
18, 0, 0.567, 0.98, 1, 0.47, 0.00, 1.85, 0.00, 0.00, 2.26, 0.00, 0.31, 0.00, 0.00, 0.71, 1.75, 0.83, 0.61, 0.00, 0.00, 1.62, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
19, 0, 0.601, 0.98, 1, 0.51, 0.00, 1.83, 0.00, 0.00, 1.76, 0.00, 0.25, 0.00, 0.00, 0.68, 1.73, 0.55, 0.55, 0.00, 0.00, 1.63, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
20, 0, 0.634, 0.98, 1, 0.48, 0.00, 1.78, 0.00, 0.00, 1.62, 0.00, 0.33, 0.00, 0.00, 0.62, 1.82, 0.57, 0.46, 0.00, 0.00, 1.69, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1
21, 0, 0.667, 0.98, 1, 0.56, 0.00, 1.63, 0.00, 0.00, 1.80, 0.00, 0.44, 0.00, 0.00, 0.66, 1.82, 0.83, 0.40, 0.00, 0.00, 1.73, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
22, 0, 0.701, 0.98, 1, 0.56, 0.00, 2.03, 0.00, 0.00, 2.08, 0.00, 0.39, 0.00, 0.00, 0.54, 1.49, 0.71, 0.39, 0.00, 0.00, 1.77, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
23, 0, 0.734, 0.98, 1, 0.57, 0.00, 1.86, 0.00, 0.00, 2.14, 0.00, 0.49, 0.00, 0.00, 0.65, 1.65, 0.95, 0.33, 0.00, 0.00, 1.76, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
24, 0, 0.767, 0.98, 1, 0.57, 0.00, 1.87, 0.00, 0.00, 2.10, 0.00, 0.55, 0.00, 0.00, 0.61, 1.63, 1.02, 0.18, 0.00, 0.00, 1.78, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
25, 0, 0.801, 0.98, 1, 0.64, 0.00, 1.82, 0.00, 0.00, 2.01, 0.00, 0.50, 0.00, 0.00, 0.74, 1.50, 0.96, 0.26, 0.00, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
26, 0, 0.834, 0.98, 1, 0.84, 0.03, 1.85, 0.00, 0.00, 1.89, 0.00, 0.48, 0.00, 0.00, 0.80, 1.48, 0.96, 0.38, 0.00, 0.00, 1.92, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
27, 0, 0.868, 0.98, 1, 0.84, 0.00, 1.86, 0.00, 0.00, 2.06, 0.00, 0.41, 0.00, 0.00, 0.72, 1.36, 0.83, 0.32, 0.00, 0.00, 1.91, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
28, 0, 0.901, 0.98, 1, 0.86, 0.00, 1.84, 0.00, 0.00, 2.28, 0.00, 0.34, 0.00, 0.00, 0.66, 1.39, 0.85, 0.39, 0.00, 0.00, 1.87, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
29, 0, 0.934, 0.98, 1, 0.76, 0.00, 1.74, 0.00, 0.00, 2.36, 0.00, 0.49, 0.00, 0.00, 0.69, 1.24, 0.99, 0.15, 0.00, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
30, 0, 0.968, 0.98, 1, 0.79, 0.00, 1.78, 0.00, 0.00, 2.39, 0.00, 0.42, 0.00, 0.00, 0.75, 1.40, 0.86, 0.23, 0.00, 0.00, 1.88, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
31, 0, 1.001, 0.98, 1, 0.61, 0.00, 1.82, 0.00, 0.00, 2.37, 0.00, 0.45, 0.00, 0.00, 0.68, 1.36, 0.90, 0.34, 0.00, 0.00, 1.86, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
32, 0, 1.034, 0.98, 1, 0.54, 0.00, 1.84, 0.00, 0.00, 2.11, 0.00, 0.45, 0.00, 0.00, 0.80, 1.37, 1.11, 0.28, 0.00, 0.00, 1.81, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
33, 0, 1.068, 0.98, 1, 0.69, 0.00, 2.03, 0.00, 0.00, 1.92, 0.00, 0.48, 0.00, 0.00, 0.76, 1.43, 1.43, 0.13, 0.00, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1
34, 0, 1.101, 0.98, 1, 0.83, 0.00, 1.80, 0.00, 0.00, 1.75, 0.00, 0.78, 0.00, 0.00, 0.99, 1.58, 1.22, 0.00, 0.00, 0.00, 1.86, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
35, 0, 1.134, 0.98, 1, 0.78, 0.00, 1.89, 0.00, 0.00, 2.22, 0.03, 0.82, 0.00, 0.00, 1.00, 1.32, 1.41, 0.00, 0.00, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
36, 0, 1.168, 0.98, 1, 0.86, 0.00, 1.98, 0.00, 0.00, 2.56, 0.10, 1.12, 0.00, 0.00, 0.90, 1.38, 1.24, 0.14, 0.07, 0.00, 1.86, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
37, 0, 1.201, 0.98, 1, 0.64, 0.00, 2.02, 0.00, 0.00, 2.50, 0.24, 1.02, 0.00, 0.00, 0.90, 1.31, 1.09, 0.02, 0.02, 0.00, 1.84, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
38, 0, 1.235, 0.98, 1, 0.45, 0.00, 2.00, 0.00, 0.00, 2.33, 0.30, 1.27, 0.00, 0.00, 1.04, 1.29, 1.02, 0.08, 0.06, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
39, 0, 1.268, 0.98, 1, 0.59, 0.00, 2.01, 0.00, 0.00, 2.38, 0.19, 1.28, 0.00, 0.00, 1.15, 1.14, 1.19, 0.00, 0.15, 0.00, 1.94, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
40, 0, 1.301, 0.98, 1, 0.61, 0.00, 2.11, 0.00, 0.01, 2.25, 0.26, 1.25, 0.00, 0.00, 0.97, 1.38, 1.18, 0.00, 0.11, 0.00, 1.89, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
41, 0, 1.335, 0.98, 1, 0.75, 0.00, 2.07, 0.00, 0.02, 2.48, 0.30, 1.12, 0.00, 0.00, 0.95, 1.32, 1.22, 0.00, 0.16, 0.00, 1.92, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
42, 0, 1.368, 0.98, 1, 0.82, 0.00, 2.02, 0.00, 0.02, 2.19, 0.24, 1.19, 0.00, 0.00, 1.00, 1.35, 1.39, 0.05, 0.12, 0.00, 1.93, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
43, 0, 1.401, 0.98, 1, 0.73, 0.00, 1.99, 0.00, 0.06, 2.64, 0.38, 1.19, 0.00, 0.00, 0.91, 1.49, 1.05, 0.00, 0.12, 0.00, 1.93, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
44, 0, 1.435, 0.98, 1, 0.82, 0.00, 1.84, 0.00, 0.13, 2.10, 0.30, 1.13, 0.00, 0.00, 0.87, 1.38, 1.14, 0.00, 0.15, 0.00, 2.00, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
45, 0, 1.468, 0.98, 1, 0.99, 0.00, 1.74, 0.00, 0.26, 2.37, 0.15, 1.21, 0.00, 0.00, 0.87, 1.41, 1.34, 0.00, 0.22, 0.00, 1.94, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0
46, 0, 1.502, 0.98, 1, 0.95, 0.00, 1.70, 0.00, 0.28, 2.29, 0.25, 1.33, 0.00, 0.00, 0.85, 1.34, 1.26, 0.00, 0.31, 0.00, 1.98, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0
47, 0, 1.535, 0.98, 1, 0.95, 0.00, 1.73, 0.03, 0.25, 2.21, 0.19, 1.31, 0.00, 0.00, 0.90, 1.61, 1.31, 0.00, 0.26, 0.00, 1.92, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0
48, 0, 1.568, 0.98, 1, 1.03, 0.00, 1.77, 0.00, 0.15, 2.32, 0.14, 1.10, 0.00, 0.00, 0.97, 1.35, 1.40, 0.00, 0.27, 0.00, 1.98, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0
49, 0, 1.602, 0.98, 1, 0.95, 0.00, 1.85, 0.00, 0.13, 2.16, 0.00, 1.08, 0.00, 0.00, 1.06, 1.82, 1.30, 0.00, 0.23, 0.00, 1.92, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
50, 0, 1.635, 0.98, 1, 0.73, 0.00, 1.62, 0.00, 0.17, 2.18, 0.04, 1.15, 0.00, 0.00, 1.00, 1.60, 1.38, 0.00, 0.43, 0.00, 1.90, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
51, 0, 1.668, 0.98, 1, 0.72, 0.00, 1.68, 0.00, 0.24, 1.85, 0.13, 1.20, 0.00, 0.00, 1.00, 1.32, 1.43, 0.00, 0.34, 0.00, 1.85, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
52, 0, 1.702, 0.98, 1, 0.77, 0.00, 1.70, 0.09, 0.12, 2.06, 0.05, 0.92, 0.00, 0.00, 0.99, 1.37, 1.55, 0.00, 0.36, 0.00, 1.93, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
