frame,FE01,FE02,FE03,FE04,FE05,FE06
1,0,0,0.6910000000000001,0,0,0
2,0,0,0.769,0,0,0
3,0,0,0.7390000000000001,0,0,0
4,0,0,0.7340000000000001,0,0,0
5,0,0,0.777,0,0,0
6,0,0,0.798,0,0,0
7,0,0,0.7250000000000001,0,0,0
8,0,0,0.773,0,0,0
9,0,0,0.798,0,0,0
10,0,0,0.788,0,0,0
11,0,0,0.7760000000000001,0,0,0
12,0,0,0.795,0,0,0
13,0,0,0.7210000000000001,0,0,0
14,0,0,0.7230000000000001,0,0,0
15,0,0,0.7580000000000001,0,0,0
16,0,0,0.7550000000000001,0,0,0
17,0,0,0.7590000000000001,0,0,0
18,0,0,0.7370000000000001,0,0,0
19,0,0,0.7660000000000001,0,0,0
20,0,0,0.7600000000000001,0,0,0
21,0,0,0.7030000000000001,0,0,0
22,0,0,0.7570000000000001,0,0,0
23,0,0,0.655,0,0,0
24,0,0,0.66,0,0,0
25,0,0,0.659,0,0,0
26,0,0,0.675,0,0,0
27,0,0,0.7070000000000002,0,0,0
28,0,0,0.7020000000000001,0,0,0
29,0,0,0.7090000000000001,0,0,0
30,0,0,0.7080000000000001,0,0,0
31,0,0,0.7230000000000001,0,0,0
32,0,0,0.7330000000000001,0,0,0
33,0,0,0.7330000000000001,0,0,0
34,0,0,0.7210000000000001,0,0,0
35,0,0,0.7580000000000001,0,0,0
36,0,0,0.7370000000000001,0,0,0
37,0,0,0.6990000000000001,0,0,0
38,0,0,0.7460000000000001,0,0,0
39,0,0,0.7180000000000001,0,0,0
40,0,0,0.7010000000000001,0,0,0
41,0,0,0.6910000000000002,0,0,0
42,0,0,0.766,0,0,0
43,0,0,0.738,0,0,0
44,0,0,0.7330000000000001,0,0,0
45,0,0,0.75,0,0,0
46,0,0,0.735,0,0,0
47,0,0,0.7460000000000001,0,0,0
48,0,0,0.7290000000000001,0,0,0
49,0,0,0.778,0,0,0
50,0,0,0.7280000000000001,0,0,0
51,0,0,0.7540000000000001,0,0,0
52,0,0,0.7779999999999999,0,0,0
53,0,0,0.766,0,0,0
54,0,0,0.748,0,0,0
55,0,0,0.781,0,0,0
56,0,0,0.773,0,0,0
57,0,0,0.77,0,0,0
58,0,0,0.811,0,0,0
