frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, FE1, FE2, FE3, FE4, FE5, FE6, FE7, FE8, FE9, FE10, FE11, FE12, FE13, FE14, FE15, FE16, FE17, FE18, FE19, FE20, FE21
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 1.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.67, 0.50, 0.00, 0.35, 0.00, 0.47, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 0, 0.040, 0.98, 1, 0.25, 0.00, 1.65, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.48, 0.60, 0.00, 0.08, 0.00, 0.55, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
3, 0, 0.080, 0.98, 1, 0.45, 0.00, 1.68, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.53, 0.76, 0.00, 0.28, 0.00, 0.35, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
4, 0, 0.120, 0.98, 1, 0.49, 0.00, 1.73, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 0.37, 0.69, 0.00, 0.30, 0.00, 0.61, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
5, 0, 0.160, 0.98, 1, 0.57, 0.00, 1.72, 0.00, 0.00, 0.75, 0.00, 0.00, 0.00, 0.00, 0.23, 0.66, 0.00, 0.22, 0.00, 0.52, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
6, 0, 0.200, 0.98, 1, 0.49, 0.00, 2.08, 0.00, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.23, 0.77, 0.00, 0.37, 0.00, 0.50, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
7, 0, 0.240, 0.98, 1, 0.67, 0.06, 1.74, 0.00, 0.00, 0.78, 0.00, 0.00, 0.00, 0.00, 0.01, 0.71, 0.00, 0.38, 0.00, 0.74, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
8, 0, 0.280, 0.98, 1, 0.62, 0.09, 1.55, 0.00, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 0.03, 0.78, 0.00, 0.39, 0.00, 0.76, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
9, 0, 0.320, 0.98, 1, 0.77, 0.26, 1.56, 0.00, 0.00, 1.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.89, 0.00, 0.52, 0.00, 0.62, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
10, 0, 0.360, 0.98, 1, 0.60, 0.09, 1.57, 0.00, 0.00, 1.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.94, 0.00, 0.41, 0.00, 0.61, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
